,decile1b,decile3,decile1,sex,lsat,ugpa,grad,bar1,fulltime,fam_inc,gender,race1,tier
12142,9.0,9.0,9.0,2.0,2,1,0,1,1.0,4.0,1,1,5.0
12143,5.0,4.0,6.0,2.0,0,1,0,1,1.0,3.0,1,3,1.0
12149,2.0,1.0,2.0,2.0,2,1,0,1,1.0,4.0,1,1,3.0
12164,1.0,1.0,1.0,2.0,1,1,0,1,1.0,5.0,1,1,3.0
12169,3.0,2.0,3.0,1.0,0,1,0,0,1.0,3.0,0,3,3.0
12173,8.0,7.0,8.0,2.0,2,1,0,1,2.0,4.0,1,1,4.0
12179,2.0,4.0,2.0,1.0,1,1,0,1,1.0,4.0,0,1,3.0
12181,4.0,7.0,4.0,1.0,0,1,0,0,1.0,3.0,0,1,3.0
12182,1.0,1.0,1.0,2.0,2,1,0,0,1.0,3.0,1,3,5.0
12192,2.0,2.0,2.0,2.0,3,1,0,1,1.0,5.0,1,1,5.0
12195,3.0,3.0,3.0,2.0,3,1,0,1,1.0,4.0,1,1,5.0
12196,1.0,1.0,1.0,2.0,0,1,0,0,2.0,3.0,1,0,3.0
12198,2.0,2.0,2.0,1.0,0,1,0,0,2.0,3.0,0,1,3.0
12202,10.0,10.0,10.0,1.0,0,1,0,1,1.0,3.0,0,1,1.0
12203,1.0,1.0,1.0,2.0,2,1,0,0,1.0,3.0,1,0,4.0
12206,4.0,5.0,4.0,2.0,2,1,0,0,1.0,2.0,1,1,2.0
12207,1.0,1.0,1.0,1.0,0,1,0,0,1.0,2.0,0,3,4.0
12209,4.0,3.0,4.0,2.0,2,1,0,1,1.0,3.0,1,0,3.0
12211,1.0,1.0,1.0,2.0,0,1,0,0,1.0,3.0,1,0,3.0
12213,3.0,3.0,3.0,2.0,0,1,0,1,2.0,2.0,1,1,5.0
12215,2.0,1.0,2.0,1.0,0,1,0,0,1.0,3.0,0,3,5.0
12221,4.0,1.0,5.0,2.0,2,1,0,0,1.0,4.0,1,1,4.0
12223,4.0,6.0,4.0,2.0,1,1,0,1,1.0,2.0,1,1,1.0
12225,7.0,6.0,7.0,2.0,1,1,0,1,1.0,3.0,1,1,4.0
12227,4.0,4.0,5.0,2.0,1,1,0,0,2.0,4.0,1,1,3.0
12229,1.0,1.0,1.0,2.0,0,1,0,0,1.0,3.0,1,3,4.0
12233,9.0,9.0,9.0,2.0,2,1,0,1,1.0,3.0,1,1,3.0
12237,1.0,1.0,1.0,2.0,1,1,0,1,1.0,3.0,1,1,2.0
12238,8.0,8.0,8.0,2.0,1,1,0,1,1.0,3.0,1,1,4.0
12243,5.0,5.0,5.0,1.0,3,1,0,1,1.0,3.0,0,3,6.0
12252,5.0,3.0,5.0,1.0,0,1,0,0,1.0,3.0,0,1,5.0
12253,6.0,9.0,6.0,1.0,0,1,0,1,1.0,4.0,0,1,3.0
12254,2.0,1.0,3.0,2.0,0,1,0,0,1.0,2.0,1,1,4.0
12256,2.0,2.0,2.0,2.0,2,1,0,0,2.0,3.0,1,1,3.0
12260,10.0,5.0,10.0,2.0,2,1,0,0,1.0,4.0,1,1,4.0
12261,4.0,3.0,4.0,2.0,3,1,0,1,1.0,4.0,1,1,4.0
12264,1.0,2.0,1.0,1.0,2,1,0,0,1.0,4.0,0,1,3.0
12266,1.0,1.0,1.0,1.0,0,1,0,0,2.0,3.0,0,3,4.0
12270,8.0,10.0,8.0,2.0,2,1,0,1,1.0,5.0,1,1,5.0
12274,2.0,2.0,2.0,2.0,3,1,0,0,1.0,3.0,1,1,5.0
12276,1.0,1.0,1.0,1.0,0,1,0,0,1.0,3.0,0,1,2.0
12280,4.0,4.0,4.0,1.0,2,1,0,0,1.0,4.0,0,1,4.0
12287,4.0,3.0,4.0,2.0,0,1,0,0,1.0,4.0,1,3,1.0
12291,2.0,1.0,2.0,2.0,0,1,0,1,1.0,4.0,1,1,2.0
12298,7.0,5.0,7.0,2.0,1,1,0,1,1.0,5.0,1,1,3.0
12299,4.0,3.0,4.0,2.0,2,1,0,0,1.0,3.0,1,0,4.0
12301,4.0,4.0,5.0,2.0,2,1,0,1,1.0,4.0,1,1,2.0
12302,6.0,3.0,6.0,2.0,2,1,0,1,1.0,4.0,1,1,3.0
12304,1.0,2.0,1.0,2.0,2,1,0,0,2.0,4.0,1,1,5.0
12307,2.0,1.0,2.0,2.0,0,1,0,0,1.0,3.0,1,3,3.0
12312,2.0,2.0,2.0,1.0,0,1,0,0,1.0,1.0,0,3,3.0
12315,2.0,3.0,2.0,1.0,1,1,0,0,1.0,3.0,0,1,4.0
12316,8.0,7.0,8.0,2.0,1,1,0,1,1.0,4.0,1,1,3.0
12317,7.0,7.0,7.0,2.0,0,1,0,0,1.0,5.0,1,1,1.0
12321,1.0,1.0,1.0,1.0,1,1,0,1,1.0,2.0,0,0,6.0
12330,3.0,1.0,3.0,2.0,3,1,0,0,1.0,4.0,1,2,5.0
12336,2.0,1.0,3.0,1.0,0,1,0,0,1.0,4.0,0,0,3.0
12344,7.0,7.0,7.0,2.0,2,1,0,1,1.0,3.0,1,1,3.0
12345,2.0,3.0,3.0,1.0,0,1,0,0,1.0,3.0,0,3,1.0
12347,3.0,2.0,3.0,2.0,1,1,0,0,1.0,2.0,1,0,3.0
12351,4.0,3.0,5.0,1.0,2,1,0,1,1.0,3.0,0,1,5.0
12352,5.0,5.0,5.0,2.0,0,1,0,1,1.0,4.0,1,1,3.0
12353,1.0,1.0,2.0,2.0,2,1,0,1,1.0,3.0,1,3,4.0
12355,5.0,3.0,5.0,1.0,0,1,0,0,1.0,4.0,0,3,5.0
12359,1.0,1.0,1.0,1.0,0,1,0,0,1.0,4.0,0,1,3.0
12366,3.0,2.0,3.0,2.0,1,1,0,0,2.0,3.0,1,1,4.0
12370,1.0,1.0,1.0,2.0,0,1,0,0,1.0,2.0,1,3,4.0
12374,2.0,1.0,2.0,1.0,1,1,0,0,1.0,2.0,0,4,5.0
12377,4.0,5.0,4.0,1.0,3,1,0,1,1.0,4.0,0,1,3.0
12381,6.0,5.0,7.0,1.0,2,1,0,1,1.0,4.0,0,1,3.0
12382,8.0,9.0,9.0,2.0,2,1,0,1,1.0,4.0,1,1,3.0
12385,1.0,1.0,1.0,1.0,0,1,0,0,1.0,4.0,0,3,4.0
12390,7.0,4.0,7.0,2.0,0,1,0,0,1.0,4.0,1,1,3.0
12398,4.0,4.0,5.0,1.0,2,1,0,0,1.0,4.0,0,1,3.0
12401,5.0,4.0,5.0,2.0,2,1,0,1,1.0,2.0,1,1,2.0
12403,2.0,2.0,2.0,2.0,0,1,0,0,1.0,2.0,1,4,4.0
12407,2.0,2.0,3.0,2.0,2,1,0,0,1.0,5.0,1,1,3.0
12413,3.0,3.0,3.0,2.0,0,1,0,0,1.0,3.0,1,1,2.0
12415,4.0,7.0,4.0,2.0,0,1,0,1,2.0,3.0,1,1,3.0
12416,2.0,1.0,2.0,1.0,0,1,0,0,2.0,3.0,0,4,5.0
12423,1.0,2.0,2.0,2.0,1,1,0,1,1.0,4.0,1,1,3.0
12436,1.0,1.0,2.0,1.0,0,1,0,0,1.0,3.0,0,3,1.0
12448,3.0,2.0,3.0,2.0,0,1,0,1,1.0,3.0,1,1,3.0
12457,1.0,1.0,1.0,1.0,2,1,0,0,1.0,4.0,0,2,5.0
12462,9.0,5.0,9.0,2.0,2,1,0,1,1.0,3.0,1,1,3.0
12468,6.0,8.0,6.0,2.0,2,1,0,1,1.0,3.0,1,1,3.0
12471,5.0,2.0,5.0,2.0,1,1,0,0,1.0,4.0,1,1,3.0
12472,3.0,3.0,3.0,2.0,0,1,0,0,1.0,3.0,1,1,3.0
12477,9.0,5.0,9.0,2.0,0,1,0,0,2.0,4.0,1,1,3.0
12489,10.0,10.0,10.0,1.0,0,1,0,1,1.0,3.0,0,1,5.0
12490,1.0,1.0,1.0,1.0,0,1,0,1,1.0,3.0,0,3,3.0
12492,5.0,7.0,5.0,2.0,2,1,0,1,1.0,4.0,1,1,3.0
12496,6.0,2.0,6.0,2.0,2,1,0,0,1.0,4.0,1,1,3.0
12509,3.0,2.0,4.0,2.0,2,1,0,1,1.0,3.0,1,1,3.0
12513,2.0,4.0,3.0,1.0,1,1,0,1,1.0,3.0,0,1,3.0
12520,10.0,9.0,10.0,1.0,3,1,0,1,1.0,3.0,0,1,4.0
12523,4.0,1.0,4.0,1.0,2,1,0,0,1.0,4.0,0,1,2.0
12528,2.0,2.0,2.0,2.0,2,1,0,1,2.0,3.0,1,1,5.0
12532,7.0,9.0,7.0,2.0,1,1,0,1,2.0,3.0,1,1,3.0
12533,3.0,1.0,4.0,2.0,0,1,0,0,1.0,2.0,1,3,3.0
12535,2.0,2.0,2.0,2.0,0,1,0,0,2.0,2.0,1,1,3.0
12537,2.0,2.0,2.0,1.0,0,1,0,1,1.0,4.0,0,3,4.0
12538,4.0,4.0,4.0,1.0,0,1,0,0,1.0,4.0,0,1,4.0
12544,4.0,5.0,4.0,2.0,0,1,0,0,1.0,5.0,1,1,2.0
12545,2.0,2.0,2.0,1.0,0,1,0,0,1.0,1.0,0,3,3.0
12553,2.0,2.0,2.0,1.0,0,1,0,0,2.0,3.0,0,1,3.0
12554,5.0,4.0,5.0,1.0,0,1,0,0,1.0,3.0,0,2,5.0
12556,3.0,2.0,3.0,1.0,2,1,0,1,1.0,4.0,0,1,3.0
12561,6.0,5.0,7.0,2.0,0,1,0,0,1.0,4.0,1,1,2.0
12567,1.0,2.0,2.0,1.0,2,1,0,0,1.0,3.0,0,1,3.0
12568,7.0,6.0,7.0,2.0,2,1,0,1,1.0,5.0,1,1,3.0
12571,6.0,3.0,6.0,2.0,2,1,0,0,2.0,4.0,1,1,5.0
12578,2.0,3.0,3.0,1.0,2,1,0,0,1.0,3.0,0,1,3.0
12582,1.0,1.0,1.0,2.0,0,1,0,1,1.0,4.0,1,1,3.0
12589,2.0,1.0,2.0,1.0,0,1,0,0,1.0,3.0,0,0,5.0
12594,1.0,1.0,1.0,2.0,0,1,0,0,1.0,4.0,1,3,4.0
12596,2.0,2.0,3.0,2.0,2,1,0,1,1.0,5.0,1,1,3.0
12608,10.0,9.0,10.0,2.0,1,1,0,1,1.0,4.0,1,1,5.0
12610,3.0,3.0,3.0,1.0,2,1,0,0,1.0,4.0,0,2,5.0
12612,2.0,1.0,2.0,2.0,1,1,0,1,1.0,3.0,1,1,4.0
12620,9.0,9.0,9.0,2.0,1,1,0,1,1.0,4.0,1,1,4.0
12623,3.0,2.0,3.0,1.0,1,1,0,0,1.0,2.0,0,2,5.0
12628,3.0,4.0,4.0,2.0,2,1,0,0,1.0,2.0,1,0,1.0
12632,2.0,2.0,3.0,2.0,0,1,0,0,1.0,2.0,1,3,4.0
12634,1.0,1.0,2.0,2.0,2,1,0,0,1.0,3.0,1,1,3.0
12637,1.0,1.0,1.0,1.0,0,1,0,0,1.0,2.0,0,0,3.0
12643,1.0,1.0,1.0,1.0,0,1,0,0,1.0,1.0,0,3,3.0
12644,9.0,4.0,10.0,2.0,0,1,0,1,1.0,4.0,1,4,3.0
12649,7.0,7.0,7.0,2.0,0,1,0,1,1.0,3.0,1,1,2.0
12652,3.0,2.0,3.0,2.0,2,1,0,0,1.0,4.0,1,1,2.0
12658,1.0,1.0,1.0,1.0,2,1,0,0,1.0,3.0,0,3,3.0
12661,3.0,3.0,3.0,2.0,0,1,0,0,2.0,4.0,1,1,2.0
12663,1.0,1.0,1.0,1.0,0,1,0,0,1.0,3.0,0,0,4.0
12665,1.0,1.0,1.0,2.0,1,1,0,0,1.0,5.0,1,1,3.0
12675,7.0,7.0,7.0,2.0,2,1,0,1,1.0,4.0,1,1,2.0
12683,6.0,5.0,6.0,2.0,2,1,0,0,2.0,3.0,1,1,3.0
12691,1.0,1.0,1.0,1.0,0,1,0,1,1.0,3.0,0,3,3.0
12706,1.0,1.0,1.0,2.0,2,1,0,0,1.0,4.0,1,4,5.0
12707,2.0,2.0,2.0,2.0,3,1,0,0,1.0,2.0,1,3,4.0
12708,5.0,3.0,5.0,2.0,0,1,0,0,2.0,3.0,1,3,3.0
12720,3.0,2.0,3.0,2.0,0,1,0,0,2.0,3.0,1,1,3.0
12724,7.0,7.0,7.0,2.0,3,1,0,1,1.0,2.0,1,1,5.0
12729,2.0,4.0,2.0,1.0,0,1,0,1,1.0,4.0,0,1,3.0
12732,9.0,4.0,9.0,1.0,3,1,0,0,2.0,1.0,0,1,3.0
12733,3.0,4.0,3.0,2.0,0,1,0,1,1.0,4.0,1,1,5.0
12736,2.0,1.0,3.0,1.0,0,1,0,0,2.0,3.0,0,1,3.0
12740,6.0,9.0,6.0,1.0,0,1,0,1,2.0,3.0,0,1,3.0
12741,6.0,7.0,6.0,2.0,1,1,0,1,1.0,4.0,1,1,3.0
12743,8.0,7.0,8.0,2.0,3,1,0,1,1.0,3.0,1,1,4.0
12745,6.0,4.0,6.0,2.0,2,1,0,1,1.0,4.0,1,1,2.0
12750,6.0,5.0,7.0,2.0,1,1,0,0,1.0,3.0,1,1,3.0
12753,1.0,1.0,1.0,2.0,1,1,0,1,2.0,5.0,1,1,3.0
12755,1.0,1.0,1.0,1.0,0,1,0,0,1.0,5.0,0,2,3.0
12763,7.0,4.0,7.0,2.0,2,1,0,1,2.0,5.0,1,2,4.0
12768,9.0,7.0,9.0,2.0,2,1,0,1,1.0,3.0,1,1,3.0
12770,7.0,9.0,7.0,1.0,2,1,0,1,1.0,2.0,0,1,3.0
12772,3.0,4.0,3.0,1.0,2,1,0,1,1.0,4.0,0,1,3.0
12774,7.0,6.0,7.0,1.0,2,1,0,0,1.0,3.0,0,1,2.0
12775,3.0,6.0,4.0,2.0,0,1,0,0,1.0,3.0,1,0,1.0
12780,4.0,7.0,4.0,2.0,1,1,0,1,1.0,4.0,1,1,3.0
12781,7.0,7.0,7.0,1.0,2,1,0,0,1.0,4.0,0,1,3.0
12782,1.0,1.0,1.0,2.0,0,1,0,0,1.0,2.0,1,1,3.0
12783,2.0,2.0,3.0,2.0,0,1,0,0,1.0,5.0,1,1,3.0
12788,2.0,2.0,2.0,2.0,0,1,0,0,1.0,4.0,1,4,4.0
12790,10.0,10.0,10.0,2.0,1,1,0,1,1.0,3.0,1,1,4.0
12791,3.0,5.0,4.0,2.0,0,1,0,0,1.0,4.0,1,1,3.0
12792,1.0,3.0,2.0,2.0,2,1,0,0,1.0,5.0,1,1,1.0
12798,4.0,2.0,5.0,2.0,0,1,0,0,1.0,3.0,1,0,1.0
12799,1.0,1.0,1.0,1.0,1,1,0,0,1.0,4.0,0,1,4.0
12800,8.0,8.0,8.0,2.0,3,1,0,1,1.0,3.0,1,1,4.0
12806,10.0,10.0,10.0,1.0,3,1,0,1,1.0,3.0,0,1,4.0
12808,1.0,2.0,1.0,1.0,0,1,0,0,1.0,3.0,0,3,3.0
12809,1.0,1.0,1.0,2.0,0,1,0,0,2.0,2.0,1,0,3.0
12811,4.0,4.0,4.0,1.0,0,1,0,0,2.0,2.0,0,3,3.0
12813,8.0,9.0,8.0,1.0,0,1,0,1,1.0,3.0,0,1,2.0
12820,2.0,2.0,3.0,1.0,0,1,0,0,1.0,4.0,0,1,2.0
12822,8.0,9.0,8.0,1.0,0,1,0,1,2.0,3.0,0,1,3.0
12825,4.0,1.0,4.0,1.0,0,1,0,0,1.0,2.0,0,3,3.0
12826,3.0,3.0,3.0,2.0,1,1,0,1,1.0,4.0,1,1,3.0
12827,8.0,7.0,8.0,2.0,0,1,0,0,1.0,3.0,1,1,2.0
12830,1.0,1.0,2.0,2.0,2,1,0,1,1.0,5.0,1,0,3.0
12832,5.0,4.0,5.0,2.0,2,1,0,1,1.0,4.0,1,1,3.0
12833,1.0,1.0,2.0,1.0,2,1,0,0,1.0,5.0,0,1,2.0
12850,3.0,3.0,3.0,2.0,0,1,0,1,1.0,3.0,1,2,5.0
12859,5.0,4.0,5.0,1.0,1,3,0,1,1.0,3.0,0,1,4.0
12880,6.0,3.0,6.0,2.0,3,3,0,1,1.0,3.0,1,1,6.0
12882,9.0,10.0,10.0,2.0,3,3,0,1,2.0,4.0,1,1,3.0
12890,5.0,4.0,5.0,1.0,0,3,0,1,1.0,3.0,0,1,4.0
12898,8.0,8.0,8.0,1.0,1,3,0,1,1.0,3.0,0,1,5.0
12907,1.0,3.0,1.0,1.0,1,3,0,1,1.0,3.0,0,1,4.0
12919,9.0,10.0,9.0,1.0,2,3,0,1,1.0,3.0,0,1,4.0
12920,2.0,1.0,2.0,1.0,3,3,0,1,1.0,3.0,0,1,6.0
12928,5.0,3.0,5.0,1.0,1,3,0,0,1.0,2.0,0,1,6.0
12931,10.0,10.0,10.0,2.0,1,3,0,1,1.0,2.0,1,1,4.0
12933,9.0,7.0,9.0,2.0,1,3,0,1,1.0,4.0,1,1,5.0
12957,6.0,9.0,7.0,2.0,2,3,0,1,1.0,5.0,1,1,4.0
12958,9.0,10.0,9.0,2.0,2,3,0,1,1.0,4.0,1,1,4.0
12968,10.0,10.0,10.0,2.0,3,3,0,1,1.0,4.0,1,1,4.0
12998,7.0,6.0,7.0,2.0,3,3,0,1,1.0,4.0,1,1,6.0
13013,2.0,2.0,3.0,1.0,0,3,0,0,1.0,3.0,0,1,3.0
13020,10.0,10.0,10.0,1.0,0,3,0,1,1.0,4.0,0,1,4.0
13024,7.0,7.0,7.0,2.0,3,3,0,1,1.0,3.0,1,1,3.0
13025,8.0,8.0,8.0,2.0,3,3,0,1,1.0,4.0,1,1,4.0
13027,4.0,3.0,4.0,1.0,2,3,0,0,1.0,3.0,0,1,4.0
13029,10.0,10.0,10.0,1.0,1,3,0,1,1.0,4.0,0,1,3.0
13041,9.0,6.0,9.0,2.0,3,3,0,1,1.0,4.0,1,1,6.0
13056,10.0,10.0,10.0,2.0,2,3,0,1,1.0,2.0,1,1,4.0
13069,4.0,2.0,4.0,1.0,0,3,0,0,1.0,3.0,0,2,5.0
13073,3.0,2.0,3.0,1.0,2,3,0,0,1.0,3.0,0,4,3.0
13076,7.0,9.0,7.0,2.0,1,3,0,1,1.0,4.0,1,1,5.0
13082,4.0,4.0,4.0,2.0,2,3,0,1,1.0,3.0,1,1,3.0
13095,10.0,9.0,10.0,1.0,1,3,0,1,1.0,4.0,0,1,4.0
13099,9.0,10.0,9.0,1.0,3,3,0,1,1.0,4.0,0,1,5.0
13102,1.0,1.0,2.0,1.0,0,3,0,0,1.0,2.0,0,1,4.0
13103,5.0,4.0,5.0,2.0,3,3,0,0,1.0,3.0,1,1,5.0
13116,3.0,3.0,3.0,2.0,3,3,0,1,1.0,4.0,1,1,5.0
13117,1.0,2.0,2.0,1.0,2,3,0,0,1.0,3.0,0,2,5.0
13123,1.0,2.0,1.0,1.0,2,3,0,0,1.0,5.0,0,1,3.0
13125,8.0,8.0,8.0,2.0,3,3,0,1,1.0,3.0,1,1,5.0
13128,3.0,5.0,3.0,1.0,3,3,0,1,1.0,4.0,0,1,6.0
13131,3.0,3.0,4.0,2.0,0,3,0,0,1.0,3.0,1,1,5.0
13140,5.0,6.0,5.0,2.0,3,3,0,1,1.0,4.0,1,1,5.0
13141,4.0,7.0,4.0,2.0,1,3,0,1,1.0,3.0,1,0,6.0
13142,2.0,2.0,3.0,2.0,1,3,0,0,1.0,2.0,1,1,5.0
13155,8.0,9.0,9.0,2.0,2,3,0,1,1.0,4.0,1,1,4.0
13159,8.0,9.0,8.0,1.0,0,3,0,0,1.0,4.0,0,1,3.0
13162,10.0,10.0,10.0,1.0,3,3,0,1,1.0,3.0,0,1,3.0
13164,7.0,7.0,7.0,1.0,3,3,0,1,1.0,3.0,0,1,5.0
13166,3.0,3.0,3.0,2.0,1,3,0,1,1.0,3.0,1,1,6.0
13167,6.0,5.0,6.0,1.0,2,3,0,0,1.0,3.0,0,1,4.0
13187,3.0,2.0,3.0,1.0,3,3,0,1,1.0,3.0,0,1,5.0
13197,5.0,4.0,5.0,2.0,3,3,0,1,1.0,5.0,1,1,6.0
13199,3.0,2.0,3.0,1.0,0,3,0,1,1.0,3.0,0,1,5.0
13204,8.0,9.0,8.0,1.0,3,3,0,1,1.0,3.0,0,1,4.0
13214,10.0,10.0,10.0,2.0,2,3,0,1,1.0,3.0,1,0,5.0
13217,9.0,10.0,9.0,1.0,1,3,0,1,1.0,3.0,0,1,3.0
13222,7.0,6.0,7.0,1.0,2,3,0,0,1.0,3.0,0,1,3.0
13234,1.0,1.0,1.0,2.0,0,3,0,0,1.0,1.0,1,1,3.0
13236,1.0,2.0,2.0,1.0,3,3,0,1,1.0,2.0,0,1,5.0
13239,8.0,9.0,8.0,2.0,1,3,0,1,1.0,3.0,1,1,4.0
13248,6.0,9.0,6.0,2.0,3,3,0,1,1.0,4.0,1,1,3.0
13256,3.0,2.0,3.0,1.0,2,3,0,0,1.0,3.0,0,1,4.0
13259,6.0,5.0,6.0,1.0,1,3,0,0,1.0,3.0,0,1,6.0
13296,5.0,3.0,5.0,1.0,2,3,0,1,1.0,3.0,0,1,4.0
13301,3.0,3.0,3.0,2.0,1,3,0,1,1.0,4.0,1,1,6.0
13307,6.0,4.0,6.0,2.0,0,3,0,0,1.0,3.0,1,1,4.0
13313,10.0,10.0,10.0,1.0,2,3,0,1,1.0,3.0,0,1,3.0
13318,10.0,10.0,10.0,2.0,3,3,0,1,1.0,4.0,1,1,4.0
13326,2.0,5.0,3.0,1.0,1,3,0,0,1.0,3.0,0,1,2.0
13343,3.0,2.0,3.0,2.0,3,3,0,1,1.0,4.0,1,1,5.0
13345,5.0,4.0,5.0,1.0,2,3,0,1,1.0,4.0,0,4,3.0
13347,10.0,10.0,10.0,2.0,3,3,0,1,1.0,5.0,1,1,6.0
13353,5.0,8.0,5.0,1.0,2,3,0,0,1.0,4.0,0,1,4.0
13360,6.0,7.0,6.0,1.0,3,3,0,1,1.0,3.0,0,1,5.0
13362,3.0,3.0,4.0,1.0,0,3,0,0,1.0,4.0,0,1,1.0
13365,6.0,9.0,7.0,1.0,3,3,0,1,1.0,4.0,0,1,4.0
13366,6.0,3.0,6.0,2.0,2,3,0,1,1.0,4.0,1,1,5.0
13367,2.0,3.0,2.0,1.0,0,3,0,0,1.0,3.0,0,0,3.0
13372,9.0,8.0,9.0,1.0,2,3,0,1,1.0,3.0,0,1,4.0
13381,5.0,7.0,5.0,1.0,3,3,0,1,1.0,3.0,0,1,6.0
13383,3.0,2.0,3.0,1.0,1,3,0,0,1.0,2.0,0,1,5.0
13388,10.0,10.0,10.0,1.0,1,3,0,1,1.0,3.0,0,1,4.0
13390,7.0,5.0,7.0,2.0,3,3,0,1,1.0,2.0,1,1,6.0
13397,6.0,5.0,6.0,1.0,3,3,0,1,1.0,3.0,0,2,5.0
13401,7.0,6.0,7.0,1.0,3,3,0,1,1.0,4.0,0,1,3.0
13406,4.0,3.0,4.0,1.0,2,3,0,1,1.0,3.0,0,1,5.0
13409,8.0,6.0,8.0,1.0,1,3,0,1,1.0,4.0,0,1,3.0
13414,8.0,4.0,8.0,1.0,0,3,0,0,2.0,3.0,0,1,1.0
13424,5.0,6.0,5.0,1.0,1,3,0,1,1.0,2.0,0,1,6.0
13428,4.0,4.0,5.0,1.0,0,3,0,0,1.0,3.0,0,1,3.0
13429,3.0,4.0,3.0,1.0,0,3,0,0,1.0,5.0,0,1,3.0
13431,2.0,2.0,2.0,2.0,3,3,0,1,1.0,4.0,1,2,6.0
13434,8.0,9.0,8.0,1.0,0,3,0,1,1.0,3.0,0,1,3.0
13452,10.0,10.0,10.0,2.0,2,3,0,1,1.0,2.0,1,1,4.0
13462,4.0,7.0,4.0,1.0,3,3,0,1,1.0,3.0,0,4,5.0
13477,10.0,10.0,10.0,1.0,2,3,0,1,1.0,2.0,0,1,5.0
13507,9.0,9.0,9.0,1.0,2,3,0,1,1.0,3.0,0,1,3.0
13523,5.0,5.0,5.0,1.0,0,3,0,1,2.0,1.0,0,1,2.0
13526,4.0,3.0,5.0,2.0,2,3,0,1,2.0,3.0,1,1,5.0
13555,5.0,5.0,5.0,2.0,2,3,0,1,1.0,4.0,1,1,4.0
13562,5.0,8.0,5.0,2.0,1,3,0,1,1.0,4.0,1,1,4.0
13568,1.0,1.0,1.0,2.0,0,3,0,0,1.0,3.0,1,1,2.0
13573,4.0,6.0,4.0,1.0,0,3,0,1,1.0,4.0,0,1,3.0
13576,8.0,8.0,8.0,2.0,1,3,0,1,1.0,3.0,1,1,6.0
13585,4.0,2.0,4.0,2.0,2,3,0,0,1.0,3.0,1,4,2.0
13591,2.0,2.0,2.0,2.0,0,3,0,0,1.0,3.0,1,1,4.0
13592,7.0,7.0,7.0,2.0,2,3,0,1,1.0,3.0,1,1,6.0
13595,10.0,10.0,10.0,2.0,1,3,0,1,1.0,4.0,1,1,4.0
13598,1.0,1.0,1.0,1.0,2,3,0,1,1.0,3.0,0,1,4.0
13604,10.0,9.0,10.0,2.0,2,3,0,1,1.0,3.0,1,1,3.0
13613,7.0,8.0,7.0,2.0,3,3,0,1,1.0,3.0,1,1,3.0
13614,9.0,10.0,9.0,1.0,3,3,0,1,1.0,5.0,0,1,3.0
13620,4.0,5.0,4.0,2.0,3,3,0,1,1.0,4.0,1,1,6.0
13630,10.0,9.0,10.0,1.0,3,3,0,1,1.0,4.0,0,1,5.0
13638,3.0,4.0,3.0,1.0,0,3,0,0,1.0,2.0,0,1,2.0
13642,9.0,9.0,9.0,2.0,2,3,0,1,1.0,3.0,1,1,3.0
13650,5.0,7.0,5.0,1.0,1,3,0,0,1.0,4.0,0,1,4.0
13657,8.0,8.0,8.0,1.0,1,3,0,1,1.0,3.0,0,1,3.0
13658,2.0,3.0,3.0,1.0,1,3,0,0,1.0,3.0,0,1,3.0
13663,2.0,2.0,2.0,1.0,1,3,0,0,1.0,2.0,0,1,5.0
13675,10.0,10.0,10.0,2.0,2,3,0,1,1.0,3.0,1,1,4.0
13677,6.0,6.0,6.0,2.0,1,3,0,0,1.0,4.0,1,1,4.0
13679,5.0,7.0,6.0,2.0,0,3,0,1,1.0,2.0,1,3,1.0
13683,4.0,4.0,4.0,2.0,2,3,0,1,1.0,3.0,1,1,4.0
13685,5.0,1.0,5.0,2.0,2,3,0,0,1.0,3.0,1,1,2.0
13696,10.0,10.0,10.0,1.0,3,3,0,1,1.0,4.0,0,1,3.0
13707,4.0,6.0,4.0,2.0,3,3,0,1,1.0,4.0,1,1,5.0
13713,8.0,9.0,8.0,1.0,2,3,0,1,2.0,2.0,0,1,3.0
13715,5.0,5.0,5.0,1.0,1,3,0,1,1.0,4.0,0,0,6.0
13716,1.0,2.0,2.0,1.0,3,3,0,0,1.0,5.0,0,1,3.0
13718,4.0,4.0,4.0,2.0,3,3,0,0,1.0,4.0,1,1,5.0
13720,6.0,9.0,7.0,2.0,1,3,0,1,1.0,4.0,1,1,2.0
13725,1.0,2.0,1.0,2.0,3,3,0,1,1.0,5.0,1,1,6.0
13735,9.0,9.0,8.0,2.0,1,3,0,1,1.0,3.0,1,1,6.0
13738,5.0,5.0,6.0,2.0,1,3,0,0,1.0,4.0,1,1,5.0
13741,3.0,4.0,3.0,1.0,0,3,0,0,1.0,3.0,0,1,5.0
13749,7.0,7.0,7.0,1.0,1,3,0,1,1.0,3.0,0,1,3.0
13753,6.0,8.0,7.0,1.0,1,3,0,1,1.0,3.0,0,0,5.0
13758,4.0,4.0,4.0,2.0,1,3,0,1,1.0,5.0,1,1,5.0
13770,8.0,7.0,8.0,1.0,0,3,0,0,1.0,3.0,0,1,4.0
13772,5.0,6.0,5.0,1.0,3,3,0,1,1.0,3.0,0,1,6.0
13779,7.0,6.0,7.0,1.0,3,3,0,1,1.0,4.0,0,1,4.0
13785,5.0,9.0,6.0,1.0,3,3,0,1,1.0,5.0,0,1,6.0
13790,4.0,4.0,4.0,2.0,0,3,0,1,1.0,3.0,1,1,4.0
